fecha	producto_id	cantidad	precio_unitario
2026-05-05	39	0.19	3.99
2026-05-05	28	1	2.85
2026-05-05	58	1.217	2.49
2026-05-05	108	0.179	2.35
2026-05-05	49	1	3
2026-05-05	211	2	1.15
2026-05-05	76	5	0.79
2026-05-05	40	1	1.99
2026-05-06	48	1	1.99
2026-05-06	199	1.356	2.19
2026-05-06	136	0.231	12.95
2026-05-06	75	3	1.59
2026-05-06	82	2	0.99
2026-05-06	141	0.14	11.89
2026-05-06	187	2.442	5.45
2026-05-06	18	3.259	1.35
2026-05-06	219	2	0.99
2026-05-06	148	0.19	5.99
2026-05-06	95	4.452	2.39
2026-05-06	127	1	2.49
2026-05-06	106	1.789	1.99
2026-05-06	105	1.6	1.75
2026-05-06	121	5.395	1.29
2026-05-06	114	0.831	4.5
2026-05-06	54	2	2.59
2026-05-06	28	1	2.85
2026-05-06	167	1	1.59
2026-05-06	85	1	1.49
2026-05-06	218	5	1.39
2026-05-06	52	3.061	0.99
2026-05-06	227	1	1.69
2026-05-06	130	3	1.89
2026-05-06	103	1.192	2.19
2026-05-06	140	0.414	12.95
2026-05-06	91	19.551	0.69
2026-05-06	81	2	1.25
2026-05-06	135	0.213	12.95
2026-05-06	55	2	2.99
2026-05-06	43	4.447	1.79
2026-05-06	27	1	2.59
2026-05-06	39	1.431	3.99
2026-05-06	113	0.021	4.25
2026-05-06	12	2.876	2.25
2026-05-06	189	3	3.15
2026-05-06	30	1	1.89
2026-05-06	56	1	3.49
2026-05-06	84	3	1.59
2026-05-06	185	2	1.99
2026-05-06	125	3	2.35
2026-05-06	153	1	1.99
2026-05-06	88	1.607	2.19
2026-05-06	207	1	1.29
2026-05-06	33	2.962	1.59
2026-05-06	24	1.126	1.19
2026-05-06	195	5	2.25
2026-05-06	124	6.806	1.55
2026-05-06	35	1	1.35
2026-05-06	70	1	1.49
2026-05-06	194	3.804	2.75
2026-05-06	145	0.156	22.95
2026-05-06	213	2	2.85
2026-05-06	162	1	1.19
2026-05-06	66	1	1.59
2026-05-06	196	2	3.15
2026-05-06	56	2	3.49
2026-05-06	211	2	1.15
2026-05-06	209	1	1.19
2026-05-06	28	1	2.85
2026-05-06	30	2	1.89
2026-05-06	130	1	1.89
2026-05-06	96	0.992	2.5
2026-05-06	167	3	1.59
2026-05-06	147	0.118	3.99
2026-05-06	94	4.46	2.85
2026-05-06	18	0.533	1.35
2026-05-06	137	0.369	18.75
2026-05-06	47	0.267	3
2026-05-06	112	1.873	2.59
2026-05-06	118	0.153	4
2026-05-06	66	2	1.59
2026-05-06	49	1	3
2026-05-06	40	2	1.99
2026-05-06	69	3	1.25
2026-05-06	61	1	1.89
2026-05-06	59	0.085	4
2026-05-06	158	1	2.29
2026-05-06	11	2.253	3.95
2026-05-06	109	0.459	2.59
2026-05-06	21	1	0.99
2026-05-06	142	0.325	6.95
2026-05-06	124	3.8	1.55
2026-05-06	43	4.765	1.79
2026-05-06	89	10.19	0.79
2026-05-06	79	4	1.55
2026-05-06	111	2.434	1.75
2026-05-06	121	10.705	1.29
2026-05-06	26	0.261	1.19
2026-05-06	139	0.243	14.95
2026-05-06	61	1	1.89
2026-05-06	82	2	0.99
2026-05-06	214	1	2.79
2026-05-06	207	1	1.29
2026-05-06	101	1.153	3
2026-05-06	127	3	2.49
2026-05-06	9	3	0.85
2026-05-06	44	2.754	1.75
2026-05-06	165	0.294	5
2026-05-06	166	4	2.45
2026-05-06	149	0.339	4.99
2026-05-06	27	1	2.59
2026-05-06	114	1.14	4.5
2026-05-06	76	14	0.79
2026-05-06	39	0.972	3.99
2026-05-06	93	1	3
2026-05-06	72	3	0.95
2026-05-06	68	1	1.99
2026-05-06	93	3	3
2026-05-06	65	2	1.45
2026-05-06	98	0.996	2.3
2026-05-06	71	1	1.99
2026-05-06	28	3	2.85
2026-05-06	166	1	2.45
2026-05-06	224	1	0.99
2026-05-06	42	3.453	1.39
2026-05-06	165	1.984	5
2026-05-06	77	1	2.35
2026-05-06	41	5.086	1.85
2026-05-06	197	5.329	2.25
2026-05-06	101	3.633	3
2026-05-06	70	2	1.49
2026-05-06	190	2	3.15
2026-05-06	185	1	1.99
2026-05-06	93	2	3
2026-05-06	49	1	3
2026-05-06	89	15.253	0.79
2026-05-06	53	1	2.59
2026-05-06	138	0.458	4.59
2026-05-06	18	5.178	1.35
2026-05-06	144	0.323	5.39
2026-05-06	99	1.194	2.99
2026-05-06	81	2	1.25
2026-05-06	121	8.349	1.29
2026-05-06	135	0.154	12.95
2026-05-06	33	1.931	1.59
2026-05-06	190	2	3.15
2026-05-06	38	5.571	1.89
2026-05-06	196	1	3.15
2026-05-06	83	2.418	2.39
2026-05-06	248	0.008	10.95
2026-05-06	114	2.533	4.5
2026-05-06	42	2.324	1.39
2026-05-06	46	0.3	3
2026-05-06	16	1.264	1.25
2026-05-06	71	1	1.99
2026-05-06	69	3	1.25
2026-05-06	121	2.589	1.29
2026-05-06	134	0.511	14.75
2026-05-06	201	0.662	1.95
2026-05-06	194	3.175	2.75
2026-05-06	52	9.253	0.99
2026-05-06	52	6.202	0.99
2026-05-06	93	1	3
2026-05-06	102	0.234	1.75
2026-05-06	57	1	1.35
2026-05-06	78	7	1.09
2026-05-06	226	1	1.35
2026-05-06	56	1	3.49
2026-05-06	199	1.333	2.19
2026-05-06	58	1.289	2.49
2026-05-06	190	2	3.15
2026-05-06	216	1	2.79
2026-05-06	73	2	1.49
2026-05-06	55	1	2.99
2026-05-06	92	6.022	0.89
2026-05-06	208	3	0.95
2026-05-06	93	3	3
2026-05-06	4	4	1.05
2026-05-06	100	0.379	2.69
2026-05-06	122	0.054	2.99
2026-05-06	44	7.171	1.75
2026-05-06	31	0.42	5.69
2026-05-06	108	0.187	2.35
2026-05-06	23	3	1.25
2026-05-06	93	1	3
2026-05-06	48	1	1.99
2026-05-06	178	0.553	3.29
2026-05-06	97	0.223	1.75
2026-05-06	193	4	2.5
2026-05-06	146	0.565	14.39
2026-05-06	106	3.513	1.99
2026-05-06	87	3	1.39
2026-05-06	8	1	2.25
2026-05-06	198	6.42	1.19
2026-05-06	117	0.496	2.5
2026-05-06	190	1	3.15
2026-05-06	114	1.729	4.5
2026-05-06	138	1.155	4.59
2026-05-06	155	1	0.85
2026-05-06	84	2	1.59
2026-05-06	146	0.283	14.39
2026-05-06	107	2.482	1.99
2026-05-06	250	0.259	2.39
2026-05-07	166	5	2.45
2026-05-07	41	1.195	1.85
2026-05-07	49	1	3
2026-05-07	117	0.524	2.5
2026-05-07	77	1	2.35
2026-05-07	55	1	2.99
2026-05-07	226	1	1.35
2026-05-07	190	1	3.15
2026-05-07	44	4.446	1.75
2026-05-07	26	0.277	1.19
2026-05-07	27	1	2.59
2026-05-07	41	2.481	1.85
2026-05-07	153	1	1.99
2026-05-07	146	0.896	14.39
2026-05-07	94	1.34	2.85
2026-05-07	89	10.443	0.79
2026-05-07	194	1.298	2.75
2026-05-07	112	1.977	2.59
2026-05-07	44	0.589	1.75
2026-05-07	51	0.145	2
2026-05-07	28	1	2.85
2026-05-07	82	4	0.99
2026-05-07	121	8.147	1.29
2026-05-07	199	2.84	2.19
2026-05-07	38	3.55	1.89
2026-05-07	185	2	1.99
2026-05-07	219	2	0.99
2026-05-07	124	2.187	1.55
2026-05-07	106	4.955	1.99
2026-05-07	54	2	2.59
2026-05-07	56	1	3.49
2026-05-07	91	11.928	0.69
2026-05-07	30	3	1.89
2026-05-07	9	3	0.85
2026-05-07	21	1	0.99
2026-05-07	66	2	1.59
2026-05-07	94	1.126	2.85
2026-05-07	47	0.283	3
2026-05-07	154	1	1.99
2026-05-07	95	4.669	2.39
2026-05-07	39	0.306	3.99
2026-05-07	111	2.069	1.75
2026-05-07	12	2.84	2.25
2026-05-07	137	0.277	18.75
2026-05-07	216	1	2.79
2026-05-07	122	0.057	2.99
2026-05-07	194	0.742	2.75
2026-05-07	227	1	1.69
2026-05-07	121	11.341	1.29
2026-05-07	61	1	1.89
2026-05-07	114	2.791	4.5
2026-05-07	39	2.231	3.99
2026-05-07	196	3	3.15
2026-05-07	189	3	3.15
2026-05-07	8	1	2.25
2026-05-07	145	0.165	22.95
2026-05-07	93	1	3
2026-05-07	93	4	3
2026-05-07	209	1	1.19
2026-05-07	65	2	1.45
2026-05-07	70	3	1.49
2026-05-07	148	0.2	5.99
2026-05-07	48	1	1.99
2026-05-07	11	2.382	3.95
2026-05-07	55	2	2.99
2026-05-07	84	5	1.59
2026-05-07	27	1	2.59
2026-05-07	24	1.193	1.19
2026-05-07	93	1	3
2026-05-07	130	1	1.89
2026-05-07	134	0.532	14.75
2026-05-07	190	1	3.15
2026-05-07	101	2.19	3
2026-05-07	58	0.297	2.49
2026-05-07	130	3	1.89
2026-05-07	53	1	2.59
2026-05-07	16	1.328	1.25
2026-05-07	83	2.552	2.39
2026-05-07	31	0.443	5.69
2026-05-07	87	3	1.39
2026-05-07	208	3	0.95
2026-05-07	78	7	1.09
2026-05-07	43	1.184	1.79
2026-05-07	190	4	3.15
2026-05-07	149	0.359	4.99
2026-05-07	144	0.343	5.39
2026-05-07	162	1	1.19
2026-05-07	106	0.643	1.99
2026-05-07	207	2	1.29
2026-05-07	96	1.048	2.5
2026-05-07	61	1	1.89
2026-05-07	28	1	2.85
2026-05-07	89	16.418	0.79
2026-05-07	195	5	2.25
2026-05-07	165	2.392	5
2026-05-07	124	9.006	1.55
2026-05-07	121	3.767	1.29
2026-05-07	198	7.05	1.19
2026-05-07	178	0.584	3.29
2026-05-07	92	6.36	0.89
2026-05-07	55	1	2.99
2026-05-07	136	0.244	12.95
2026-05-07	155	1	0.85
2026-05-07	103	1.26	2.19
2026-05-07	66	1	1.59
2026-05-07	82	1	0.99
2026-05-07	125	1	2.35
2026-05-07	50	1	3
2026-05-07	68	1	1.99
2026-05-07	127	3	2.49
2026-05-07	218	3	1.39
2026-05-07	48	1	1.99
2026-05-07	138	0.231	4.59
2026-05-07	197	3.6	2.25
2026-05-07	40	2	1.99
2026-05-07	111	0.503	1.75
2026-05-07	167	4	1.59
2026-05-07	44	5.44	1.75
2026-05-07	218	2	1.39
2026-05-07	8	1	2.25
2026-05-07	59	0.09	4
2026-05-07	121	2.837	1.29
2026-05-07	137	0.112	18.75
2026-05-07	194	5.32	2.75
2026-05-07	71	1	1.99
2026-05-07	94	2.239	2.85
2026-05-07	81	4	1.25
2026-05-07	35	1	1.35
2026-05-07	185	1	1.99
2026-05-07	52	12.869	0.99
2026-05-07	102	0.246	1.75
2026-05-07	18	3.126	1.35
2026-05-07	57	1	1.35
2026-05-07	81	1	1.25
2026-05-07	43	7.872	1.79
2026-05-07	56	3	3.49
2026-05-07	108	0.2	2.35
2026-05-07	93	4	3
2026-05-07	75	3	1.59
2026-05-07	250	0.272	2.39
2026-05-07	213	2	2.85
2026-05-07	38	2.333	1.89
2026-05-07	76	11	0.79
2026-05-07	93	2	3
2026-05-07	141	0.149	11.89
2026-05-07	118	0.16	4
2026-05-07	73	2	1.49
2026-05-07	142	0.344	6.95
2026-05-07	224	1	0.99
2026-05-07	248	0.008	10.95
2026-05-07	211	2	1.15
2026-05-07	101	2.867	3
2026-05-07	4	1	1.05
2026-05-07	76	3	0.79
2026-05-07	41	1.697	1.85
2026-05-07	193	4	2.5
2026-05-07	201	0.697	1.95
2026-05-07	190	1	3.15
2026-05-07	72	4	0.95
2026-05-07	114	1.724	4.5
2026-05-07	52	6.677	0.99
2026-05-07	28	4	2.85
2026-05-07	138	1.501	4.59
2026-05-07	69	3	1.25
2026-05-07	18	6.341	1.35
2026-05-07	23	3	1.25
2026-05-07	197	2.013	2.25
2026-05-07	43	0.67	1.79
2026-05-07	85	1	1.49
2026-05-07	91	8.71	0.69
2026-05-07	99	1.261	2.99
2026-05-07	114	0.924	4.5
2026-05-07	100	0.401	2.69
2026-05-07	187	0.994	5.45
2026-05-07	49	1	3
2026-05-07	46	0.317	3
2026-05-07	114	1.138	4.5
2026-05-07	107	2.623	1.99
2026-05-07	4	4	1.05
2026-05-07	139	0.257	14.95
2026-05-07	79	4	1.55
2026-05-07	140	0.436	12.95
2026-05-07	158	1	2.29
2026-05-07	54	1	2.59
2026-05-07	42	6.101	1.39
2026-05-07	135	0.388	12.95
2026-05-07	93	2	3
2026-05-07	58	1.064	2.49
2026-05-07	187	1.629	5.45
2026-05-07	105	1.691	1.75
2026-05-07	214	1	2.79
2026-05-07	113	0.021	4.25
2026-05-07	109	0.486	2.59
2026-05-07	97	0.234	1.75
2026-05-07	88	1.694	2.19
2026-05-07	33	5.164	1.59
2026-05-07	93	1	3
2026-05-07	84	1	1.59
2026-05-07	125	2	2.35
2026-05-07	121	2.442	1.29
2026-05-07	69	3	1.25
2026-05-07	98	1.048	2.3
2026-05-08	112	2.39	2.59
2026-05-08	109	0.587	2.59
2026-05-08	76	4	0.79
2026-05-08	139	0.311	14.95
2026-05-08	187	1.222	5.45
2026-05-08	207	2	1.29
2026-05-08	121	5.442	1.29
2026-05-08	219	2	0.99
2026-05-08	142	0.416	6.95
2026-05-08	106	6.095	1.99
2026-05-08	100	0.483	2.69
2026-05-08	27	1	2.59
2026-05-08	153	1	1.99
2026-05-08	42	1.446	1.39
2026-05-08	121	5.209	1.29
2026-05-08	158	1	2.29
2026-05-08	89	7.228	0.79
2026-05-08	125	1	2.35
2026-05-08	167	4	1.59
2026-05-08	21	1	0.99
2026-05-08	137	0.076	18.75
2026-05-08	83	1.812	2.39
2026-05-08	135	0.469	12.95
2026-05-08	124	3.277	1.55
2026-05-08	79	2	1.55
2026-05-08	197	3.391	2.25
2026-05-08	50	1	3
2026-05-08	93	2	3
2026-05-08	121	7.031	1.29
2026-05-08	88	2.05	2.19
2026-05-08	195	1	2.25
2026-05-08	107	1.07	1.99
2026-05-08	226	1	1.35
2026-05-08	122	0.07	2.99
2026-05-08	38	3.169	1.89
2026-05-08	130	4	1.89
2026-05-08	42	5.935	1.39
2026-05-08	213	1	2.85
2026-05-08	124	6.845	1.55
2026-05-08	72	4	0.95
2026-05-08	105	2.051	1.75
2026-05-08	209	1	1.19
2026-05-08	52	3.889	0.99
2026-05-08	92	2.82	0.89
2026-05-08	30	4	1.89
2026-05-08	114	0.756	4.5
2026-05-08	84	6	1.59
2026-05-08	85	1	1.49
2026-05-08	77	1	2.35
2026-05-08	193	1	2.5
2026-05-08	93	1	3
2026-05-08	190	3	3.15
2026-05-08	82	5	0.99
2026-05-08	99	1.525	2.99
2026-05-08	213	1	2.85
2026-05-08	248	0.01	10.95
2026-05-08	214	1	2.79
2026-05-08	114	2.262	4.5
2026-05-08	185	1	1.99
2026-05-08	79	3	1.55
2026-05-08	23	1	1.25
2026-05-08	165	2.808	5
2026-05-08	166	1	2.45
2026-05-08	107	2.106	1.99
2026-05-08	190	2	3.15
2026-05-08	146	0.701	14.39
2026-05-08	23	3	1.25
2026-05-08	101	4.897	3
2026-05-08	148	0.242	5.99
2026-05-08	28	1	2.85
2026-05-08	73	3	1.49
2026-05-08	18	4.311	1.35
2026-05-08	113	0.026	4.25
2026-05-08	101	1.22	3
2026-05-08	68	1	1.99
2026-05-08	44	8.371	1.75
2026-05-08	214	1	2.79
2026-05-08	74	1	2.35
2026-05-08	33	6.258	1.59
2026-05-08	198	0.664	1.19
2026-05-08	194	4.585	2.75
2026-05-08	98	1.27	2.3
2026-05-08	140	0.445	12.95
2026-05-08	199	2.196	2.19
2026-05-08	70	3	1.49
2026-05-08	89	12.089	0.79
2026-05-08	44	4.314	1.75
2026-05-08	28	4	2.85
2026-05-08	197	0.529	2.25
2026-05-08	40	2	1.99
2026-05-08	57	2	1.35
2026-05-08	53	1	2.59
2026-05-08	18	6.37	1.35
2026-05-08	55	1	2.99
2026-05-08	52	8.162	0.99
2026-05-08	114	0.68	4.5
2026-05-08	95	0.933	2.39
2026-05-08	83	1.276	2.39
2026-05-08	71	1	1.99
2026-05-08	93	3	3
2026-05-08	198	7.866	1.19
2026-05-08	18	0.778	1.35
2026-05-08	106	0.683	1.99
2026-05-08	201	0.846	1.95
2026-05-08	125	1	2.35
2026-05-08	114	2.129	4.5
2026-05-08	103	1.525	2.19
2026-05-08	54	1	2.59
2026-05-08	40	1	1.99
2026-05-08	56	1	3.49
2026-05-08	41	4.757	1.85
2026-05-08	144	0.416	5.39
2026-05-08	12	1.356	2.25
2026-05-08	224	1	0.99
2026-05-08	138	2.096	4.59
2026-05-08	165	0.104	5
2026-05-08	136	0.295	12.95
2026-05-08	118	0.195	4
2026-05-08	117	0.632	2.5
2026-05-08	31	0.536	5.69
2026-05-08	4	6	1.05
2026-05-08	189	1	3.15
2026-05-08	12	2.324	2.25
2026-05-08	194	4.331	2.75
2026-05-08	26	0.336	1.19
2026-05-08	137	0.395	18.75
2026-05-08	76	1	0.79
2026-05-08	75	4	1.59
2026-05-08	8	1	2.25
2026-05-08	227	1	1.69
2026-05-08	84	1	1.59
2026-05-08	78	8	1.09
2026-05-08	28	2	2.85
2026-05-08	55	3	2.99
2026-05-08	114	0.473	4.5
2026-05-08	250	0.331	2.39
2026-05-08	111	3.109	1.75
2026-05-08	78	1	1.09
2026-05-08	218	4	1.39
2026-05-08	149	0.433	4.99
2026-05-08	108	0.243	2.35
2026-05-08	11	0.701	3.95
2026-05-08	16	1.608	1.25
2026-05-08	53	1	2.59
2026-05-08	48	1	1.99
2026-05-08	178	0.705	3.29
2026-05-08	102	0.297	1.75
2026-05-08	11	2.18	3.95
2026-05-08	140	0.083	12.95
2026-05-08	95	0.285	2.39
2026-05-08	59	0.11	4
2026-05-08	190	4	3.15
2026-05-08	96	1.268	2.5
2026-05-08	93	3	3
2026-05-08	199	1.242	2.19
2026-05-08	47	0.343	3
2026-05-08	213	1	2.85
2026-05-08	125	1	2.35
2026-05-08	91	13.623	0.69
2026-05-08	211	3	1.15
2026-05-08	58	1.647	2.49
2026-05-08	89	13.203	0.79
2026-05-08	197	2.884	2.25
2026-05-08	65	2	1.45
2026-05-08	141	0.18	11.89
2026-05-08	24	1.437	1.19
2026-05-08	61	1	1.89
2026-05-08	91	11.348	0.69
2026-05-08	81	4	1.25
2026-05-08	187	1.369	5.45
2026-05-08	93	1	3
2026-05-08	94	3.007	2.85
2026-05-08	94	2.695	2.85
2026-05-08	121	11.326	1.29
2026-05-08	121	5.535	1.29
2026-05-08	127	1	2.49
2026-05-08	39	3.07	3.99
2026-05-08	43	0.916	1.79
2026-05-08	124	3.426	1.55
2026-05-08	93	5	3
2026-05-08	52	11.606	0.99
2026-05-08	196	1	3.15
2026-05-08	56	1	3.49
2026-05-08	41	1.746	1.85
2026-05-08	187	0.382	5.45
2026-05-08	92	4.876	0.89
2026-05-08	154	1	1.99
2026-05-08	146	0.383	14.39
2026-05-08	69	4	1.25
2026-05-08	81	1	1.25
2026-05-08	187	0.204	5.45
2026-05-08	43	6.045	1.79
2026-05-08	76	12	0.79
2026-05-08	9	3	0.85
2026-05-08	97	0.286	1.75
2026-05-08	114	1.664	4.5
2026-05-08	93	3	3
2026-05-08	85	1	1.49
2026-05-08	155	2	0.85
2026-05-08	125	1	2.35
2026-05-08	208	3	0.95
2026-05-08	35	1	1.35
2026-05-08	195	1	2.25
2026-05-08	87	4	1.39
2026-05-08	46	0.383	3
2026-05-08	216	1	2.79
2026-05-08	38	3.952	1.89
2026-05-08	145	0.2	22.95
2026-05-08	66	3	1.59
2026-05-08	43	4.816	1.79
2026-05-08	134	0.653	14.75
2026-05-08	218	2	1.39
2026-05-08	69	3	1.25
2026-05-08	95	1.017	2.39
2026-05-08	49	1	3
2026-05-08	95	3.444	2.39
2026-05-08	56	2	3.49
2026-05-08	162	1	1.19
2026-05-09	21	1	0.99
2026-05-09	196	2	3.15
2026-05-09	219	2	0.99
2026-05-09	248	0.012	10.95
2026-05-09	9	4	0.85
2026-05-09	75	3	1.59
2026-05-09	153	1	1.99
2026-05-09	43	1.263	1.79
2026-05-09	85	1	1.49
2026-05-09	84	4	1.59
2026-05-09	193	4	2.5
2026-05-09	187	0.62	5.45
2026-05-09	53	1	2.59
2026-05-09	52	7.404	0.99
2026-05-09	130	1	1.89
2026-05-09	77	1	2.35
2026-05-09	40	1	1.99
2026-05-09	162	1	1.19
2026-05-09	28	1	2.85
2026-05-09	198	0.597	1.19
2026-05-09	83	0.31	2.39
2026-05-09	35	1	1.35
2026-05-09	71	1	1.99
2026-05-09	189	1	3.15
2026-05-09	78	10	1.09
2026-05-09	52	5.717	0.99
2026-05-09	82	2	0.99
2026-05-09	98	0.252	2.3
2026-05-09	38	6.185	1.89
2026-05-09	48	1	1.99
2026-05-09	158	1	2.29
2026-05-09	102	0.349	1.75
2026-05-09	140	0.385	12.95
2026-05-09	54	1	2.59
2026-05-09	98	1.235	2.3
2026-05-09	137	0.427	18.75
2026-05-09	56	3	3.49
2026-05-09	75	2	1.59
2026-05-09	68	1	1.99
2026-05-09	198	4.269	1.19
2026-05-09	109	0.687	2.59
2026-05-09	187	1.354	5.45
2026-05-09	127	2	2.49
2026-05-09	76	6	0.79
2026-05-09	178	0.827	3.29
2026-05-09	41	5.605	1.85
2026-05-09	92	9.034	0.89
2026-05-09	187	0.431	5.45
2026-05-09	165	0.452	5
2026-05-09	211	1	1.15
2026-05-09	55	3	2.99
2026-05-09	216	1	2.79
2026-05-09	87	4	1.39
2026-05-09	201	0.995	1.95
2026-05-09	57	2	1.35
2026-05-09	154	1	1.99
2026-05-09	47	0.4	3
2026-05-09	44	5.526	1.75
2026-05-09	208	4	0.95
2026-05-09	107	1.518	1.99
2026-05-09	50	1	3
2026-05-09	125	4	2.35
2026-05-09	117	0.744	2.5
2026-05-09	167	5	1.59
2026-05-09	148	0.284	5.99
2026-05-09	38	2.175	1.89
2026-05-09	95	3.82	2.39
2026-05-09	27	1	2.59
2026-05-09	209	1	1.19
2026-05-09	35	1	1.35
2026-05-09	18	4.341	1.35
2026-05-09	213	1	2.85
2026-05-09	76	14	0.79
2026-05-09	155	2	0.85
2026-05-09	121	4.938	1.29
2026-05-09	18	3.637	1.35
2026-05-09	66	2	1.59
2026-05-09	93	1	3
2026-05-09	107	1.829	1.99
2026-05-09	194	0.924	2.75
2026-05-09	127	1	2.49
2026-05-09	194	5.164	2.75
2026-05-09	69	8	1.25
2026-05-09	39	0.872	3.99
2026-05-09	196	1	3.15
2026-05-09	93	4	3
2026-05-09	18	4.667	1.35
2026-05-09	224	1	0.99
2026-05-09	196	2	3.15
2026-05-09	134	0.767	14.75
2026-05-09	28	1	2.85
2026-05-09	187	0.387	5.45
2026-05-09	73	3	1.49
2026-05-09	42	5.561	1.39
2026-05-09	68	1	1.99
2026-05-09	122	0.084	2.99
2026-05-09	106	3.864	1.99
2026-05-09	94	2.018	2.85
2026-05-09	111	3.651	1.75
2026-05-09	4	3	1.05
2026-05-09	113	0.031	4.25
2026-05-09	84	1	1.59
2026-05-09	56	1	3.49
2026-05-09	214	1	2.79
2026-05-09	33	5.038	1.59
2026-05-09	72	3	0.95
2026-05-09	141	0.211	11.89
2026-05-09	218	1	1.39
2026-05-09	44	8.211	1.75
2026-05-09	190	4	3.15
2026-05-09	26	0.395	1.19
2026-05-09	199	4.037	2.19
2026-05-09	30	3	1.89
2026-05-09	24	1.689	1.19
2026-05-09	190	4	3.15
2026-05-09	49	1	3
2026-05-09	89	8.595	0.79
2026-05-09	195	1	2.25
2026-05-09	185	1	1.99
2026-05-09	226	1	1.35
2026-05-09	100	0.569	2.69
2026-05-09	11	0.382	3.95
2026-05-09	91	18.493	0.69
2026-05-09	44	1.149	1.75
2026-05-09	198	2.025	1.19
2026-05-09	93	4	3
2026-05-09	140	0.236	12.95
2026-05-09	198	3.126	1.19
2026-05-09	54	1	2.59
2026-05-09	4	3	1.05
2026-05-09	106	4.09	1.99
2026-05-09	103	1.79	2.19
2026-05-09	124	8	1.55
2026-05-09	193	1	2.5
2026-05-09	194	1.251	2.75
2026-05-09	43	8.168	1.79
2026-05-09	55	1	2.99
2026-05-09	114	2.889	4.5
2026-05-09	227	1	1.69
2026-05-09	142	0.488	6.95
2026-05-09	185	1	1.99
2026-05-09	125	1	2.35
2026-05-09	83	3.318	2.39
2026-05-09	17	1	1.69
2026-05-09	41	2.027	1.85
2026-05-09	81	6	1.25
2026-05-09	89	3.342	0.79
2026-05-09	105	2.406	1.75
2026-05-09	91	7.275	0.69
2026-05-09	52	5.667	0.99
2026-05-09	197	2.978	2.25
2026-05-09	95	2.849	2.39
2026-05-09	30	2	1.89
2026-05-09	135	0.551	12.95
2026-05-09	166	3	2.45
2026-05-09	43	2.503	1.79
2026-05-09	127	3	2.49
2026-05-09	70	3	1.49
2026-05-09	209	1	1.19
2026-05-09	195	1	2.25
2026-05-09	12	4.156	2.25
2026-05-09	88	2.406	2.19
2026-05-09	190	2	3.15
2026-05-09	101	3.783	3
2026-05-09	77	1	2.35
2026-05-09	101	1.127	3
2026-05-09	79	6	1.55
2026-05-09	16	1.896	1.25
2026-05-09	121	9.031	1.29
2026-05-09	99	1.538	2.99
2026-05-09	226	1	1.35
2026-05-09	43	1.894	1.79
2026-05-09	56	1	3.49
2026-05-09	72	2	0.95
2026-05-09	96	1.488	2.5
2026-05-09	138	1.529	4.59
2026-05-09	158	1	2.29
2026-05-09	189	2	3.15
2026-05-09	89	3.203	0.79
2026-05-09	145	0.234	22.95
2026-05-09	137	0.125	18.75
2026-05-09	11	2.997	3.95
2026-05-09	194	3.127	2.75
2026-05-09	101	1.167	3
2026-05-09	187	0.936	5.45
2026-05-09	101	1.103	3
2026-05-09	112	1.131	2.59
2026-05-09	121	5.178	1.29
2026-05-09	70	1	1.49
2026-05-09	93	3	3
2026-05-09	42	3.101	1.39
2026-05-09	128	1	2.25
2026-05-09	65	1	1.45
2026-05-09	93	3	3
2026-05-09	108	0.281	2.35
2026-05-09	52	2.212	0.99
2026-05-09	139	0.365	14.95
2026-05-09	195	1	2.25
2026-05-09	136	0.347	12.95
2026-05-09	74	1	2.35
2026-05-09	250	0.389	2.39
2026-05-09	218	6	1.39
2026-05-09	124	7.91	1.55
2026-05-09	121	8.256	1.29
2026-05-09	89	8.38	0.79
2026-05-09	121	6.085	1.29
2026-05-09	28	2	2.85
2026-05-09	82	4	0.99
2026-05-09	18	0.8	1.35
2026-05-09	149	0.509	4.99
2026-05-09	158	1	2.29
2026-05-09	93	2	3
2026-05-09	46	0.45	3
2026-05-09	112	1.68	2.59
2026-05-09	59	0.13	4
2026-05-09	99	0.251	2.99
2026-05-09	31	0.629	5.69
2026-05-09	58	1.932	2.49
2026-05-09	197	0.364	2.25
2026-05-09	193	1	2.5
2026-05-09	118	0.228	4
2026-05-09	207	2	1.29
2026-05-09	52	6.768	0.99
2026-05-09	107	0.377	1.99
2026-05-09	23	1	1.25
2026-05-09	146	0.477	14.39
2026-05-09	114	1.753	4.5
2026-05-09	138	0.932	4.59
2026-05-09	114	0.998	4.5
2026-05-09	61	1	1.89
2026-05-09	166	4	2.45
2026-05-09	50	1	3
2026-05-09	146	0.796	14.39
2026-05-09	89	14.646	0.79
2026-05-09	165	2.97	5
2026-05-09	33	2.302	1.59
2026-05-09	197	4.64	2.25
2026-05-09	40	2	1.99
2026-05-09	97	0.337	1.75
2026-05-09	91	3.536	0.69
2026-05-09	8	1	2.25
2026-05-09	227	1	1.69
2026-05-09	211	3	1.15
2026-05-09	114	1.136	4.5
2026-05-09	94	4.519	2.85
2026-05-09	114	2.573	4.5
2026-05-09	144	0.486	5.39
2026-05-09	121	7.062	1.29
2026-05-09	39	2.734	3.99
2026-05-09	93	4	3
2026-05-11	201	0.59	1.95
2026-05-11	211	2	1.15
2026-05-11	95	3.958	2.39
2026-05-11	9	2	0.85
2026-05-11	154	1	1.99
2026-05-11	23	1	1.25
2026-05-11	112	1.664	2.59
